epoch,mse_normalized,mse_physical,l2_norm_error,l2_norm_u,l2_norm_v,parameter_error,du_error,dv_error,f_error,k_error,physics_loss,data_loss,ic_loss,bc_loss,total_loss,u_mse,v_mse,u_relative_error,v_relative_error
45,0.7172874212265015,0.05515874,0.850107729434967,0.7804838418960571,0.914374589920044,0.3545485560379663,0.2515502744307718,0.24985423354909986,4.304777501346138e-08,1.8699492669336578e-08,2.0803113329748157e-06,0.03495930880308151,0.00693541020154953,0.0,0.7215670347213745,0.045587674,0.00957107,0.7804932,0.9143754
46,0.7157794237136841,0.054956585,0.8492136597633362,0.7787905335426331,0.9141559600830078,0.35455842322167963,0.2515618228301197,0.24985660842136828,4.304777501346138e-08,1.8699492669336578e-08,2.2490207811642904e-06,0.03493421897292137,0.00690356083214283,0.0,0.7183889746665955,0.04539009,0.009566494,0.77879995,0.91415685
47,0.7158852815628052,0.055014033,0.8492764830589294,0.7793474197387695,0.9137983918190002,0.3545684838092646,0.25157262617144505,0.2498600077483407,4.304777501346138e-08,1.8699492669336578e-08,2.225892330898205e-06,0.03482774645090103,0.0068849921226501465,0.0,0.716444194316864,0.04545502,0.009559013,0.7793568,0.91379935
48,0.7145217061042786,0.054847497,0.848467230796814,0.7779791951179504,0.9134603142738342,0.35457964371639356,0.2515841000649906,0.24986429183164843,4.304777501346138e-08,1.8699492669336578e-08,2.2742081000615144e-06,0.03482283279299736,0.006860058754682541,0.0,0.7139708995819092,0.045295555,0.009551941,0.7779885,0.91346127
49,0.7129272222518921,0.05465188,0.8475200533866882,0.7763672471046448,0.9130725860595703,0.3545939828986356,0.2515988522138349,0.2498697866341518,4.304777501346138e-08,1.8699492669336578e-08,2.239329205622198e-06,0.034696780145168304,0.006835007108747959,0.0,0.71136474609375,0.045108046,0.009543832,0.77637655,0.9130735
50,0.7141279578208923,0.05485007,0.8482335209846497,0.7780972719192505,0.9129258394241333,0.35461006129469547,0.2516149454671196,0.24987639902360503,4.304777501346138e-08,1.8699492669336578e-08,2.2724905193172162e-06,0.03457285836338997,0.006813838612288237,0.0,0.7091451287269592,0.045309305,0.009540766,0.7781066,0.91292673
51,0.7125906944274902,0.054631494,0.8473199605941772,0.7762389183044434,0.9128103256225586,0.35462172088722255,0.2516238861633889,0.24988394273551645,4.304777501346138e-08,1.8699492669336578e-08,2.5201172775268788e-06,0.034660134464502335,0.006786546669900417,0.0,0.706530749797821,0.045093145,0.009538351,0.7762483,0.9128112
52,0.7130846977233887,0.054722797,0.847613513469696,0.7770503759384155,0.9126655459403992,0.3546270001472765,0.25162314110536643,0.2498921849392715,4.304777501346138e-08,1.8699492669336578e-08,2.5408044166397303e-06,0.03455503284931183,0.006764830090105534,0.0,0.7042757868766785,0.04518747,0.009535327,0.77705973,0.9126665
53,0.7112395763397217,0.054491628,0.8465162515640259,0.7751336097717285,0.9122577905654907,0.35462369927616644,0.2516096555551603,0.24990107906874734,4.304777501346138e-08,1.8699492669336578e-08,2.621408839331707e-06,0.034563370048999786,0.006728938780725002,0.0,0.7007309198379517,0.04496482,0.009526807,0.77514297,0.9122587
54,0.7101116180419922,0.05436769,0.8458448052406311,0.7741367220878601,0.9118582606315613,0.3546131081971533,0.2515852921578265,0.24991057855782098,4.304777501346138e-08,1.8699492669336578e-08,2.5332687982881907e-06,0.034382618963718414,0.006689663976430893,0.0,0.6966619491577148,0.044849228,0.009518464,0.774146,0.91185915
55,0.7104700207710266,0.054457434,0.8460581302642822,0.7749662399291992,0.9115501642227173,0.35459658826754986,0.25155169004101446,0.2499209628032299,4.304777501346138e-08,1.8699492669336578e-08,2.5594927137717605e-06,0.034273941069841385,0.006667472887784243,0.0,0.6943563222885132,0.0449454,0.009512034,0.7749756,0.91155106
56,0.7081385850906372,0.054172058,0.8446689248085022,0.7726055979728699,0.9109762907028198,0.35457264322514176,0.2515070610654704,0.24993190584211375,4.304777501346138e-08,1.8699492669336578e-08,2.7477417461341247e-06,0.03428785502910614,0.006636433303356171,0.0,0.6912975311279297,0.044671997,0.00950006,0.7726149,0.9109771
57,0.7101605534553528,0.05449547,0.8458738923072815,0.7754257321357727,0.9108177423477173,0.35454482901058904,0.25145632261414225,0.24994350080671834,4.304777501346138e-08,1.8699492669336578e-08,2.7831733859784435e-06,0.034131523221731186,0.006608007941395044,0.0,0.6883271336555481,0.044998713,0.009496756,0.77543503,0.9108187
58,0.7065061330795288,0.05400333,0.8436947464942932,0.7712664008140564,0.9103050231933594,0.3545125477291724,0.2513989531464144,0.2499554217341833,4.304777501346138e-08,1.8699492669336578e-08,2.965869498439133e-06,0.034267496317625046,0.006588888820260763,0.0,0.6865704655647278,0.044517267,0.009486064,0.7712757,0.91030586
59,0.7089150547981262,0.05435189,0.8451318144798279,0.774256706237793,0.9104341268539429,0.35447850700909217,0.2513383054233878,0.24996813428573775,4.304777501346138e-08,1.8699492669336578e-08,2.826505351549713e-06,0.03397204726934433,0.006560711655765772,0.0,0.6834853291511536,0.04486313,0.009488756,0.774266,0.910435
60,0.7058537006378174,0.053964533,0.8433049917221069,0.7710234522819519,0.9097887277603149,0.3544372633631866,0.25126730139384934,0.24998103310178382,4.304777501346138e-08,1.8699492669336578e-08,2.965564590340364e-06,0.03408351540565491,0.006520155817270279,0.0,0.679581880569458,0.044489224,0.009475309,0.7710327,0.9097897
61,0.7072747349739075,0.054202043,0.8441535234451294,0.7731146812438965,0.9095888733863831,0.3543868137971597,0.2511831098373137,0.24999411818232153,4.304777501346138e-08,1.8699492669336578e-08,2.9384068511717487e-06,0.03386116772890091,0.006491601467132568,0.0,0.6765326261520386,0.044730898,0.009471146,0.77312404,0.90958977
62,0.7052133083343506,0.05395554,0.8429223895072937,0.7710825204849243,0.9090296030044556,0.3543215555902772,0.25107828017355643,0.2500069238661218,4.304777501346138e-08,1.8699492669336578e-08,3.1542335818812717e-06,0.03394409641623497,0.006455154158174992,0.0,0.6730075478553772,0.044496037,0.009459503,0.77109176,0.90903056
63,0.7058826684951782,0.054070838,0.8433223366737366,0.7721031308174133,0.9089058637619019,0.35424197388514944,0.2509534829547978,0.25001945015318455,4.304777501346138e-08,1.8699492669336578e-08,3.1578520065522753e-06,0.03378015384078026,0.006423602811992168,0.0,0.6697199940681458,0.04461391,0.009456927,0.7721124,0.9089067
64,0.7051146626472473,0.053974465,0.8428635001182556,0.7712992429733276,0.9087367057800293,0.3541466493607287,0.250806930041784,0.25003146421289535,4.304777501346138e-08,1.8699492669336578e-08,3.221014821974677e-06,0.033793963491916656,0.006392244249582291,0.0,0.6666293740272522,0.044521056,0.0094534075,0.7713085,0.90873766
65,0.7050797939300537,0.05397826,0.8428426384925842,0.7713462710380554,0.9086581468582153,0.3540390378139344,0.2506433898058585,0.25004305917749997,4.304777501346138e-08,1.8699492669336578e-08,3.194718829035992e-06,0.03370443731546402,0.006354879587888718,0.0,0.662840723991394,0.044526488,0.009451773,0.77135557,0.90865904
66,0.7049728631973267,0.053991314,0.8427786827087402,0.7715049386024475,0.908405065536499,0.35391726689590136,0.25046047806134963,0.2500539556502609,4.304777501346138e-08,1.8699492669336578e-08,3.2671769076841883e-06,0.033666692674160004,0.006322816014289856,0.0,0.6596287488937378,0.044544805,0.009446509,0.7715142,0.90840596
67,0.7034733295440674,0.05382653,0.8418818712234497,0.7701727747917175,0.9078719019889832,0.3537812796785542,0.25025841832566403,0.2500638276683178,4.304777501346138e-08,1.8699492669336578e-08,3.3393612284271512e-06,0.0336201936006546,0.006279686465859413,0.0,0.6553125381469727,0.044391107,0.009435423,0.770182,0.90787274
68,0.7040650844573975,0.053929802,0.8422359824180603,0.7710899114608765,0.90775066614151,0.3536265751996228,0.25003110112301774,0.25007239583493324,4.304777501346138e-08,1.8699492669336578e-08,3.358820322318934e-06,0.03350719437003136,0.006240020506083965,0.0,0.6512725353240967,0.044496898,0.0094329035,0.7710992,0.9077516
69,0.702847957611084,0.053785272,0.8415076732635498,0.7698978781700134,0.9074110388755798,0.35345003134572356,0.2497743541284851,0.2500793807533698,4.304777501346138e-08,1.8699492669336578e-08,3.4310255614400376e-06,0.03351711109280586,0.006189129315316677,0.0,0.6462443470954895,0.044359427,0.009425846,0.7699072,0.90741193
70,0.7034288644790649,0.053882852,0.8418552875518799,0.7707597613334656,0.9073247313499451,0.35324428473353675,0.24947864059937888,0.2500838511011691,4.304777501346138e-08,1.8699492669336578e-08,3.4229824450449087e-06,0.033380281180143356,0.0061372085474431515,0.0,0.6409673094749451,0.0444588,0.009424053,0.770769,0.9073256
71,0.7018489241600037,0.053688966,0.8409093022346497,0.7691470980644226,0.9069381952285767,0.3530071572254204,0.2491420233848407,0.2500845961591357,4.304777501346138e-08,1.8699492669336578e-08,3.507807150526787e-06,0.03336281329393387,0.0060781631618738174,0.0,0.6351044774055481,0.04427294,0.009416025,0.7691562,0.9069391
72,0.7022141218185425,0.053755946,0.8411281108856201,0.7697471380233765,0.9068353176116943,0.3527396423646375,0.24876569457770653,0.25008175562563817,4.304777501346138e-08,1.8699492669336578e-08,3.516553533700062e-06,0.03323777765035629,0.006017254665493965,0.0,0.6289495229721069,0.044342056,0.009413889,0.7697564,0.90683615
73,0.7020848989486694,0.05375124,0.8410506844520569,0.769729495048523,0.906706690788269,0.35243769001901726,0.2483451838298417,0.2500739790831122,4.304777501346138e-08,1.8699492669336578e-08,3.6552939945977414e-06,0.03319670259952545,0.005950102582573891,0.0,0.6222605109214783,0.044340022,0.009411219,0.76973873,0.9067075
74,0.7014368176460266,0.053667363,0.8406624794006348,0.7690229415893555,0.9065858721733093,0.352100277792335,0.24787959707161925,0.250060614605837,4.304777501346138e-08,1.8699492669336578e-08,3.7118179534445517e-06,0.03311176598072052,0.005886295810341835,0.0,0.615858793258667,0.04425865,0.009408711,0.7690321,0.90658677
75,0.7024136781692505,0.053794708,0.84124755859375,0.770097017288208,0.906760036945343,0.3517265122919814,0.24736863627983025,0.2500405911729857,4.304777501346138e-08,1.8699492669336578e-08,3.7255936149449553e-06,0.033027540892362595,0.005818752571940422,0.0,0.6090878248214722,0.044382382,0.009412327,0.7701063,0.90676093
76,0.7014144062995911,0.053663872,0.8406490087509155,0.7689923048019409,0.9065868854522705,0.3513140691846312,0.2468102897978141,0.250012511800871,4.304777501346138e-08,1.8699492669336578e-08,3.834194103546906e-06,0.033017609268426895,0.005751795135438442,0.0,0.6024491190910339,0.04425514,0.009408731,0.76900166,0.9065878
77,0.7025979161262512,0.053825285,0.8413578867912292,0.7703666090965271,0.906735897064209,0.3508590327369954,0.2462008323354586,0.2499744207123306,4.304777501346138e-08,1.8699492669336578e-08,3.9615542846149765e-06,0.03288627043366432,0.0056815058924257755,0.0,0.5953592658042908,0.04441346,0.009411827,0.7703759,0.90673685
78,0.7022389769554138,0.053758927,0.841143012046814,0.7697718143463135,0.9068418741226196,0.3503637713597196,0.2455440636886782,0.24992575911388965,4.304777501346138e-08,1.8699492669336578e-08,4.146890660194913e-06,0.03287597745656967,0.0056094881147146225,0.0,0.5882194638252258,0.044344902,0.0094140265,0.76978105,0.9068428
79,0.7028993368148804,0.05383125,0.8415384292602539,0.7703565359115601,0.90707927942276,0.3498245697419399,0.24483700362538313,0.24986410556715677,4.304777501346138e-08,1.8699492669336578e-08,4.257541604602011e-06,0.03278675675392151,0.00553307868540287,0.0,0.5805658102035522,0.044412296,0.009418954,0.77036583,0.9070802
80,0.7029891014099121,0.053830806,0.8415921926498413,0.7703308463096619,0.9072006940841675,0.3492432991680371,0.24408307941247664,0.24978857531579673,4.304777501346138e-08,1.8699492669336578e-08,4.2913561628665775e-06,0.03272562474012375,0.005456184968352318,0.0,0.5728921890258789,0.04440933,0.009421475,0.7703401,0.9072015
81,0.7046366333961487,0.054015525,0.8425777554512024,0.7718316316604614,0.9077549576759338,0.3486176892843658,0.243281471486134,0.24969665378917238,4.304777501346138e-08,1.8699492669336578e-08,4.46892909167218e-06,0.032676029950380325,0.0053780460730195045,0.0,0.5651070475578308,0.044582535,0.009432992,0.7718409,0.90775585
82,0.7038170695304871,0.05386902,0.8420876264572144,0.7705265879631042,0.9079533219337463,0.3479520556001634,0.24243851283954596,0.24958806159054625,4.304777501346138e-08,1.8699492669336578e-08,4.619693754648324e-06,0.03263793885707855,0.005310462787747383,0.0,0.5583783984184265,0.044431906,0.009437115,0.7705359,0.90795416
83,0.7047074437141418,0.053931974,0.8426200151443481,0.7709607481956482,0.9085723757743835,0.3472747561444644,0.24158609195607295,0.24947127375428796,4.304777501346138e-08,1.8699492669336578e-08,4.857989551965147e-06,0.0326443612575531,0.0052646915428340435,0.0,0.5538537502288818,0.04448198,0.009449991,0.7709699,0.9085734
84,0.707278847694397,0.054224443,0.84415602684021,0.7733423113822937,0.9094002842903137,0.34654105692621257,0.24067734468610352,0.24932934021165823,4.304777501346138e-08,1.8699492669336578e-08,4.996647930965992e-06,0.032454799860715866,0.005106122232973576,0.0,0.5379659533500671,0.044757225,0.009467217,0.77335155,0.9094011
85,0.7054457068443298,0.05392518,0.8430613279342651,0.7707171440124512,0.9095964431762695,0.34579403605872144,0.2397591351792491,0.24917678959300504,4.304777501346138e-08,1.8699492669336578e-08,5.223639163887128e-06,0.03251078724861145,0.005085586570203304,0.0,0.5359891057014465,0.044453878,0.009471302,0.7707264,0.9095973
