epoch,mse_normalized,mse_physical,l2_norm_error,l2_norm_u,l2_norm_v,parameter_error,du_error,dv_error,f_error,k_error,physics_loss,data_loss,ic_loss,bc_loss,total_loss,u_mse,v_mse,u_relative_error,v_relative_error
37,0.7194963693618774,0.055349912,0.8514156937599182,0.781899631023407,0.9155980944633484,0.6254818773086118,0.5006720098856615,0.3749068115659613,4.304777501346138e-08,1.8699492669336578e-08,1.6479191344842548e-06,0.03528411686420441,0.007135346531867981,0.0,0.7416850924491882,0.04575321,0.009596702,0.7819089,0.91559905
38,0.7196906805038452,0.055407,0.8515306711196899,0.7824299335479736,0.9153592586517334,0.6254851247712306,0.5006781938672478,0.3749039710324638,4.304777501346138e-08,1.8699492669336578e-08,1.7322614667136804e-06,0.035150207579135895,0.007104973308742046,0.0,0.7385442852973938,0.045815304,0.009591694,0.7824393,0.9153601
39,0.7191586494445801,0.055347234,0.8512158989906311,0.7819511294364929,0.9151826500892639,0.6254883531981748,0.5006840053198227,0.37490159616019536,4.304777501346138e-08,1.8699492669336578e-08,1.9431067812547553e-06,0.0351511612534523,0.0070912521332502365,0.0,0.7371870875358582,0.04575924,0.009587996,0.7819605,0.9151836
40,0.718826174736023,0.05530422,0.851019024848938,0.781594455242157,0.9151212573051453,0.6254916837636287,0.5006896305078922,0.37489964038303314,4.304777501346138e-08,1.8699492669336578e-08,2.074019676001626e-06,0.03511035069823265,0.007058183662593365,0.0,0.7338725924491882,0.045717515,0.009586708,0.7816038,0.91512215
41,0.719222366809845,0.0553756,0.8512535691261292,0.7822222709655762,0.9150213003158569,0.6254957350390964,0.500695702730775,0.37489828996546876,4.304777501346138e-08,1.8699492669336578e-08,2.0526267690001987e-06,0.03511548414826393,0.007048585917800665,0.0,0.7329275012016296,0.045790985,0.009584613,0.7822317,0.91502213
42,0.718781054019928,0.05531067,0.8509924411773682,0.781670093536377,0.9150071144104004,0.6255005647496586,0.5007022592413726,0.3748975914736251,4.304777501346138e-08,1.8699492669336578e-08,2.0132767986069666e-06,0.035125091671943665,0.007001123391091824,0.0,0.7282383441925049,0.045726355,0.009584316,0.78167945,0.91500795
43,0.7173680663108826,0.05512321,0.8501554727554321,0.7801058888435364,0.9147854447364807,0.6255057668701273,0.5007090020164756,0.37489726551076474,4.304777501346138e-08,1.8699492669336578e-08,1.9219125988456653e-06,0.035064976662397385,0.006970307324081659,0.0,0.7251272797584534,0.045543537,0.009579672,0.78011525,0.9147862
44,0.7175251245498657,0.05517194,0.8502485752105713,0.7805616855621338,0.9145698547363281,0.6255121591706861,0.5007166388612057,0.3748977311719938,4.304777501346138e-08,1.8699492669336578e-08,1.895443119792617e-06,0.03496326506137848,0.006964820437133312,0.0,0.7244824171066284,0.045596782,0.009575159,0.7805711,0.9145708
45,0.7172874212265015,0.05515874,0.850107729434967,0.7804838418960571,0.914374589920044,0.6255182899923554,0.5007235306479132,0.3748987556266979,4.304777501346138e-08,1.8699492669336578e-08,2.080275635307771e-06,0.03495930880308151,0.006935409270226955,0.0,0.721566915512085,0.045587674,0.00957107,0.7804932,0.9143754
46,0.7157794237136841,0.054956585,0.8492136597633362,0.7787905335426331,0.9141559600830078,0.6255233801565155,0.5007286342953668,0.37490043200712264,4.304777501346138e-08,1.8699492669336578e-08,2.2491178697237046e-06,0.03493421897292137,0.006903561297804117,0.0,0.7183890342712402,0.04539009,0.009566494,0.77879995,0.91415685
47,0.7158852815628052,0.055014033,0.8492764830589294,0.7793474197387695,0.9137983918190002,0.6255286503908318,0.5007334399196116,0.37490280687939104,4.304777501346138e-08,1.8699492669336578e-08,2.225846856163116e-06,0.03482774645090103,0.006884991191327572,0.0,0.7164440751075745,0.04545502,0.009559013,0.7793568,0.91379935
48,0.7145217061042786,0.054847497,0.848467230796814,0.7779791951179504,0.9134603142738342,0.6255344325450127,0.500738431808362,0.37490578711125727,4.304777501346138e-08,1.8699492669336578e-08,2.2740973690815736e-06,0.03482283651828766,0.006860058289021254,0.0,0.7139708995819092,0.045295555,0.009551941,0.7779885,0.91346127
49,0.7129272818565369,0.05465188,0.8475200533866882,0.7763673067092896,0.9130725860595703,0.6255419079795417,0.500744876560256,0.3749096520994588,4.304777501346138e-08,1.8699492669336578e-08,2.2390863705368247e-06,0.034696780145168304,0.006835007108747959,0.0,0.71136474609375,0.045108046,0.009543833,0.77637655,0.9130735
50,0.7141279578208923,0.054850068,0.8482335209846497,0.7780972123146057,0.9129258394241333,0.6255502772675928,0.500751880105667,0.3749142621456269,4.304777501346138e-08,1.8699492669336578e-08,2.2723197616869584e-06,0.03457285836338997,0.006813838146626949,0.0,0.7091450691223145,0.045309305,0.009540764,0.7781066,0.9129267
51,0.7125906944274902,0.054631487,0.8473199605941772,0.7762389183044434,0.9128103256225586,0.625556325493008,0.5007555308899769,0.3749194775513928,4.304777501346138e-08,1.8699492669336578e-08,2.5203614768543048e-06,0.034660134464502335,0.006786546669900417,0.0,0.706530749797821,0.045093134,0.009538352,0.7762482,0.9128112
52,0.7130846977233887,0.05472279,0.847613513469696,0.7770503759384155,0.9126655459403992,0.625559074333003,0.5007547113261522,0.3749251586183878,4.304777501346138e-08,1.8699492669336578e-08,2.5412173272343352e-06,0.03455503657460213,0.006764830090105534,0.0,0.7042757868766785,0.045187462,0.009535327,0.7770597,0.9126665
53,0.7112393975257874,0.05449162,0.8465162515640259,0.7751336097717285,0.9122577905654907,0.6255574166879622,0.5007479685510492,0.37493139847885776,4.304777501346138e-08,1.8699492669336578e-08,2.6220211566396756e-06,0.034563370048999786,0.006728938315063715,0.0,0.7007308602333069,0.044964813,0.009526807,0.7751429,0.9122587
54,0.7101116180419922,0.05436769,0.8458448052406311,0.7741367220878601,0.9118582606315613,0.6255519212177015,0.5007360476226902,0.37493815056667973,4.304777501346138e-08,1.8699492669336578e-08,2.5338515570183517e-06,0.034382618963718414,0.006689663976430893,0.0,0.6966619491577148,0.044849228,0.009518464,0.774146,0.91185915
55,0.7104699611663818,0.054457422,0.8460581302642822,0.7749661803245544,0.9115501642227173,0.6255431306048524,0.5007197308519987,0.37494527518348497,4.304777501346138e-08,1.8699492669336578e-08,2.5600484150345437e-06,0.034273941069841385,0.006667472422122955,0.0,0.6943562626838684,0.04494539,0.009512034,0.7749755,0.91155106
56,0.7081387042999268,0.05417207,0.8446689248085022,0.7726055979728699,0.9109762907028198,0.6255304448820589,0.5006981986751502,0.3749528654615193,4.304777501346138e-08,1.8699492669336578e-08,2.748440692812437e-06,0.03428785130381584,0.006636433303356171,0.0,0.6912975311279297,0.04467201,0.00950006,0.77261496,0.9109771
57,0.7101605534553528,0.054495454,0.8458738923072815,0.7754256725311279,0.9108176827430725,0.6255157130746742,0.5006737607720142,0.37496092140078274,4.304777501346138e-08,1.8699492669336578e-08,2.7836731533170678e-06,0.034131523221731186,0.006608007475733757,0.0,0.6883270740509033,0.0449987,0.009496754,0.775435,0.91081864
58,0.7065060138702393,0.05400332,0.8436946272850037,0.7712663412094116,0.9103049635887146,0.6254986448339622,0.5006461936251839,0.3749692567367836,4.304777501346138e-08,1.8699492669336578e-08,2.9664770408999175e-06,0.034267496317625046,0.0065888892859220505,0.0,0.6865705251693726,0.044517256,0.009486064,0.7712756,0.91030586
59,0.7089149355888367,0.054351874,0.8451318144798279,0.7742565870285034,0.9104341268539429,0.6254804552577741,0.500616875592001,0.3749780577340136,4.304777501346138e-08,1.8699492669336578e-08,2.8269510039535817e-06,0.03397204354405403,0.006560713984072208,0.0,0.6834855675697327,0.044863116,0.009488756,0.7742658,0.910435
60,0.7058539390563965,0.05396457,0.8433051705360413,0.771023690700531,0.9097888469696045,0.6254584744244214,0.5005827146816721,0.3749869984296123,4.304777501346138e-08,1.8699492669336578e-08,2.966366082546301e-06,0.03408350795507431,0.00652015395462513,0.0,0.6795817017555237,0.04448926,0.00947531,0.77103305,0.9097897
61,0.7072743773460388,0.05420198,0.8441532850265503,0.7731142044067383,0.9095888137817383,0.6254315101708479,0.5005422207781525,0.37499607882357977,4.304777501346138e-08,1.8699492669336578e-08,2.9394425382633926e-06,0.0338611826300621,0.006491596810519695,0.0,0.6765321493148804,0.044730835,0.009471144,0.7731235,0.9095897
62,0.7052136659622192,0.053955596,0.8429226279258728,0.7710829377174377,0.9090296626091003,0.6253966527814732,0.500491966614539,0.37500501951917853,4.304777501346138e-08,1.8699492669336578e-08,3.155720378344995e-06,0.033944062888622284,0.006455149035900831,0.0,0.6730069518089294,0.044496093,0.009459503,0.77109224,0.90903056
63,0.7058823108673096,0.054070786,0.8433221578598022,0.7721026539802551,0.9089058041572571,0.6253539927170103,0.5004320639495349,0.3750138205164085,4.304777501346138e-08,1.8699492669336578e-08,3.1594822758052032e-06,0.03378017619252205,0.006423598155379295,0.0,0.6697195172309875,0.04461386,0.009456925,0.772112,0.90890664
64,0.7051149606704712,0.053974513,0.8428636789321899,0.7712996602058411,0.9087367653846741,0.62530273946401,0.5003617677251176,0.3750221558524094,4.304777501346138e-08,1.8699492669336578e-08,3.222843588446267e-06,0.03379393368959427,0.006392242386937141,0.0,0.6666291356086731,0.044521105,0.009453408,0.7713089,0.90873766
65,0.7050794959068298,0.05397822,0.8428424596786499,0.7713459730148315,0.9086581468582153,0.6252446753409173,0.5002831641037503,0.37503021179167284,4.304777501346138e-08,1.8699492669336578e-08,3.1964536901796237e-06,0.03370446339249611,0.006354878656566143,0.0,0.6628406643867493,0.04452645,0.009451771,0.7713552,0.908659
66,0.704973042011261,0.05399134,0.8427788615226746,0.7715051770210266,0.908405065536499,0.625178765866294,0.500195098245498,0.37503780206970716,4.304777501346138e-08,1.8699492669336578e-08,3.2691546039131936e-06,0.03366667032241821,0.006322816945612431,0.0,0.6596288681030273,0.04454483,0.009446508,0.7715145,0.90840596
67,0.7034731507301331,0.053826507,0.8418817520141602,0.7701725363731384,0.9078718423843384,0.6251048132428876,0.5000974956445584,0.37504469385589784,4.304777501346138e-08,1.8699492669336578e-08,3.341500814713072e-06,0.0336202047765255,0.0062796869315207005,0.0,0.6553125381469727,0.044391084,0.009435422,0.77018183,0.90787274
68,0.7040652632713318,0.05392982,0.8422360420227051,0.7710900902748108,0.9077506065368652,0.6250202673549738,0.49998737606884186,0.3750506077535074,4.304777501346138e-08,1.8699492669336578e-08,3.361481731189997e-06,0.03350718319416046,0.006240020506083965,0.0,0.6512725353240967,0.044496916,0.009432904,0.7710994,0.9077516
69,0.7028478384017944,0.053785253,0.8415074348449707,0.7698976993560791,0.9074109792709351,0.6249231991867209,0.49986242983847873,0.37505540406416715,4.304777501346138e-08,1.8699492669336578e-08,3.4342065191594884e-06,0.03351711854338646,0.006189129780977964,0.0,0.646244466304779,0.04435941,0.009425845,0.769907,0.90741193
70,0.7034289240837097,0.053882867,0.8418552875518799,0.7707598805427551,0.9073247313499451,0.6248092540661766,0.4997176278118176,0.3750585239944021,4.304777501346138e-08,1.8699492669336578e-08,3.4271361073479056e-06,0.03338027000427246,0.006137208081781864,0.0,0.6409673094749451,0.044458814,0.009424053,0.7707692,0.9073256
71,0.7018486857414246,0.053688943,0.8409091830253601,0.7691469192504883,0.9069381356239319,0.6246767173535415,0.49955155437861587,0.3750589896556312,4.304777501346138e-08,1.8699492669336578e-08,3.5126026887155604e-06,0.033362824469804764,0.0060781617648899555,0.0,0.6351043581962585,0.044272922,0.009416023,0.76915604,0.906939
72,0.7022143006324768,0.05375596,0.8411282300949097,0.7697473168373108,0.9068353176116943,0.6245258902242662,0.49936454481498355,0.37505684761397734,4.304777501346138e-08,1.8699492669336578e-08,3.521732651279308e-06,0.0332377664744854,0.006017254199832678,0.0,0.6289494037628174,0.044342075,0.009413888,0.76975656,0.90683615
73,0.7020847201347351,0.053751215,0.8410506248474121,0.7697293758392334,0.906706690788269,0.6243541547583447,0.49915384240623767,0.37505139937759685,4.304777501346138e-08,1.8699492669336578e-08,3.6614469536289107e-06,0.03319671005010605,0.005950099788606167,0.0,0.6222602128982544,0.04434,0.009411217,0.76973855,0.90670747
74,0.7014369368553162,0.053667374,0.8406624794006348,0.7690229415893555,0.9065858721733093,0.6241602083314853,0.4989184040711468,0.3750418533224003,4.304777501346138e-08,1.8699492669336578e-08,3.718723519341438e-06,0.033111751079559326,0.005886292550712824,0.0,0.6158583760261536,0.04425866,0.009408711,0.7690322,0.90658677
75,0.7024136781692505,0.053794708,0.8412476778030396,0.7700970768928528,0.906760036945343,0.6239434772368619,0.4986577827748975,0.3750278369194044,4.304777501346138e-08,1.8699492669336578e-08,3.733289759111358e-06,0.03302754461765289,0.005818748846650124,0.0,0.6090874671936035,0.044382382,0.009412326,0.7701063,0.9067609
76,0.7014142274856567,0.053663842,0.840648889541626,0.7689922451972961,0.906586766242981,0.6237017883555154,0.49837026488403807,0.37500799975104476,4.304777501346138e-08,1.8699492669336578e-08,3.8429925552918576e-06,0.033017612993717194,0.005751792341470718,0.0,0.6024488806724548,0.04425511,0.00940873,0.76900136,0.9065877
77,0.7025981545448303,0.053825315,0.8413580656051636,0.770366907119751,0.9067359566688538,0.6234321866328978,0.4980529819251822,0.3749812242303715,4.304777501346138e-08,1.8699492669336578e-08,3.971883415943012e-06,0.032886259257793427,0.005681504029780626,0.0,0.5953591465950012,0.04441349,0.009411827,0.77037615,0.90673685
78,0.7022387385368347,0.05375888,0.8411428332328796,0.7697715163230896,0.9068418741226196,0.623135746160708,0.49770772203758373,0.3749469049977868,4.304777501346138e-08,1.8699492669336578e-08,4.15791328123305e-06,0.03287598863244057,0.005609485320746899,0.0,0.5882192254066467,0.044344854,0.009414026,0.7697807,0.90684277
79,0.7028997540473938,0.0538313,0.841538667678833,0.7703569531440735,0.90707927942276,0.6228095319763868,0.49733202652976866,0.3749034122389889,4.304777501346138e-08,1.8699492669336578e-08,4.2702799873950426e-06,0.03278674557805061,0.005533077288419008,0.0,0.5805656909942627,0.044412345,0.009418955,0.77036625,0.9070802
80,0.7029889822006226,0.053830784,0.8415920734405518,0.7703307271003723,0.9072005748748779,0.6224544074000956,0.49692738551778176,0.3748501871605027,4.304777501346138e-08,1.8699492669336578e-08,4.305063612264348e-06,0.03272563964128494,0.005456184968352318,0.0,0.5728922486305237,0.04440931,0.009421475,0.7703399,0.9072015
81,0.7046381235122681,0.054015733,0.8425785899162292,0.7718333601951599,0.9077551960945129,0.6220684883169587,0.49649286767909506,0.3747853205512891,4.304777501346138e-08,1.8699492669336578e-08,4.484363216761267e-06,0.032676052302122116,0.005378055851906538,0.0,0.5651080012321472,0.044582736,0.009432998,0.7718426,0.90775615
82,0.7038151025772095,0.053868745,0.8420863747596741,0.7705243229866028,0.9079529643058777,0.6216544969164534,0.4960320492922162,0.3747085795807334,4.304777501346138e-08,1.8699492669336578e-08,4.63702554043266e-06,0.032638050615787506,0.005310507491230965,0.0,0.5583829283714294,0.044431634,0.009437109,0.7705335,0.9079539
83,0.7047097086906433,0.053932264,0.8426214456558228,0.7709632515907288,0.9085727334022522,0.6212316341992394,0.4955644508773332,0.374625971278691,4.304777501346138e-08,1.8699492669336578e-08,4.877353603660595e-06,0.03264394402503967,0.005264507606625557,0.0,0.5538350939750671,0.04448227,0.009449997,0.77097243,0.9085736
84,0.7072595357894897,0.054221895,0.8441444635391235,0.7733208537101746,0.9093970656394958,0.6207684432559266,0.495059823078735,0.37452534188708253,4.304777501346138e-08,1.8699492669336578e-08,5.018456249672454e-06,0.03245481103658676,0.0051061175763607025,0.0,0.5379654765129089,0.044754744,0.009467151,0.77333015,0.90939796
85,0.7054497599601746,0.053925697,0.8430637121200562,0.7707214951515198,0.9095972180366516,0.6202948178913749,0.4945478937115168,0.374416935952948,4.304777501346138e-08,1.8699492669336578e-08,5.2468449212028645e-06,0.03250913694500923,0.005084816832095385,0.0,0.5359112620353699,0.044454377,0.009471319,0.77073073,0.90959805
