mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
0.0007147156,0.056820378,0.056820378,1.4336858,0.0,1.4336858,0.7449561,0.97076607,0.7449561
0.000613141,0.056816597,0.056816597,1.4333885,0.0,1.4334619,0.7449624,0.9508537,0.7449624
0.0005224511,0.05681284,0.056812827,1.4331353,0.0,1.4332379,0.7449599,0.94494456,0.7449689
0.00048940245,0.05680908,0.05680905,1.4328938,0.0,1.433014,0.7449628,0.94125843,0.7449754
0.00055160234,0.05680529,0.056805264,1.4326568,0.0,1.43279,0.74496716,0.9341374,0.744982
0.0005981349,0.056801498,0.05680146,1.4324192,0.0,1.432566,0.744972,0.9286413,0.74498856
0.00060040626,0.056797687,0.05679765,1.432183,0.0,1.4323419,0.7449767,0.91780436,0.7449952
0.0005180538,0.05679388,0.05679384,1.4319491,0.0,1.4321176,0.7449811,0.9005939,0.7450019
0.00046684433,0.056790065,0.056790017,1.4317117,0.0,1.4318932,0.74498457,0.87979233,0.74500865
0.00045639786,0.056786235,0.05678617,1.4314761,0.0,1.4316686,0.744988,0.8593082,0.74501544
0.0005003949,0.056782395,0.05678234,1.431242,0.0,1.4314437,0.74499226,0.8532245,0.74502236
0.0005228654,0.05677854,0.056778464,1.4310085,0.0,1.4312186,0.7449968,0.852646,0.7450293
0.00051727594,0.05677467,0.05677459,1.4307729,0.0,1.4309932,0.74500185,0.85041577,0.7450362
0.00048998836,0.0567708,0.05677071,1.4305376,0.0,1.4307675,0.7450062,0.85078514,0.7450433
0.00045151735,0.056766916,0.05676681,1.4303027,0.0,1.4305415,0.7450108,0.85708183,0.74505043
0.0004396109,0.05676299,0.056762893,1.4300671,0.0,1.430315,0.7450158,0.86897075,0.74505746
0.00045583883,0.05675907,0.056758963,1.4298296,0.0,1.4300882,0.74501985,0.8876833,0.74506474
0.00049663894,0.05675514,0.056755017,1.4295925,0.0,1.4298608,0.745024,0.8915874,0.74507207
0.0005172682,0.056751184,0.05675106,1.4293543,0.0,1.429633,0.74502754,0.8899631,0.74507946
0.0005124319,0.056747217,0.056747075,1.4291142,0.0,1.4294047,0.7450308,0.8759118,0.74508685
0.00047712913,0.05674323,0.056743078,1.4288744,0.0,1.4291759,0.74503255,0.8571165,0.7450943
0.00042902667,0.056739226,0.05673906,1.4286355,0.0,1.4289465,0.74503416,0.83662766,0.74510187
0.00039703667,0.056735218,0.05673502,1.4283961,0.0,1.4287164,0.7450358,0.8188627,0.7451095
0.00039327185,0.05673117,0.056730974,1.4281558,0.0,1.4284858,0.74503773,0.8007134,0.7451172
0.00040821306,0.056727104,0.056726888,1.4279156,0.0,1.4282545,0.7450386,0.7854809,0.74512494
0.00043713418,0.056723032,0.056722794,1.4276713,0.0,1.4280224,0.74504024,0.77469695,0.7451328
0.00045201284,0.056718927,0.05671867,1.4274235,0.0,1.4277897,0.7450415,0.7678464,0.74514073
0.00044461802,0.05671481,0.05671453,1.4271742,0.0,1.4275562,0.74504244,0.7629159,0.7451487
0.00041952886,0.056710653,0.056710362,1.4269234,0.0,1.4273218,0.74504405,0.7596462,0.74515676
0.0003809386,0.05670648,0.056706164,1.4266722,0.0,1.4270867,0.74504626,0.7592708,0.7451649
0.0003532923,0.05670228,0.056701954,1.4264203,0.0,1.4268508,0.7450492,0.7626245,0.74517316
0.00035141243,0.05669805,0.05669771,1.426168,0.0,1.4266139,0.745052,0.7651496,0.7451815
0.0003687885,0.056693804,0.05669345,1.4259149,0.0,1.4263761,0.74505484,0.76996547,0.7451899
0.0003996705,0.056689527,0.056689143,1.4256607,0.0,1.4261373,0.74505824,0.7799968,0.7451983
0.00042735576,0.056685217,0.056684818,1.4254032,0.0,1.4258977,0.745062,0.7976017,0.74520695
0.00043713403,0.05668087,0.05668046,1.4251456,0.0,1.425657,0.74506575,0.8027414,0.74521554
0.0004220379,0.05667651,0.05667608,1.424887,0.0,1.4254153,0.7450693,0.8130208,0.7452243
0.00039379735,0.056672107,0.056671664,1.4246255,0.0,1.4251724,0.7450735,0.8121423,0.7452331
0.00035732854,0.056667678,0.05666722,1.4243654,0.0,1.4249285,0.7450772,0.7969028,0.74524206
