mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
3.7434042e-06,1.2394896e-05,1.2536981e-05,0.49249706,0.0,0.4998465,0.048611946,0.08178893,0.04943731
3.7864818e-06,1.2392696e-05,1.2534558e-05,0.4924399,0.0,0.4997905,0.04860782,0.081361584,0.049429897
3.2127546e-06,1.239048e-05,1.2532157e-05,0.49238294,0.0,0.4997346,0.048601676,0.08192587,0.049422458
3.0242545e-06,1.2388301e-05,1.2529728e-05,0.49232522,0.0,0.4996788,0.04859541,0.08211907,0.049415026
3.221223e-06,1.2386118e-05,1.2527368e-05,0.49226862,0.0,0.49962312,0.048590712,0.081850305,0.04940764
3.1283103e-06,1.2383938e-05,1.252499e-05,0.49221173,0.0,0.4995675,0.048584178,0.0817463,0.049400307
3.0293656e-06,1.23818e-05,1.2522647e-05,0.49215502,0.0,0.499512,0.04857834,0.08166028,0.0493929
2.9819341e-06,1.2379647e-05,1.2520289e-05,0.49209902,0.0,0.4994566,0.04857251,0.0813436,0.049385592
3.0935e-06,1.23775135e-05,1.2517966e-05,0.4920429,0.0,0.49940127,0.04856567,0.08125408,0.04937828
3.0708236e-06,1.2375402e-05,1.2515625e-05,0.4919871,0.0,0.49934605,0.048559252,0.081437364,0.049370993
2.958284e-06,1.2373304e-05,1.2513327e-05,0.49193162,0.0,0.49929094,0.048552476,0.08132714,0.04936368
2.966837e-06,1.2371184e-05,1.2511042e-05,0.49187604,0.0,0.4992359,0.048545357,0.08108519,0.04935638
3.0309554e-06,1.2369106e-05,1.2508758e-05,0.4918203,0.0,0.49918094,0.048538405,0.081761725,0.049349155
2.960908e-06,1.2367006e-05,1.25064735e-05,0.4917649,0.0,0.49912614,0.04853181,0.08182681,0.049341902
3.0065203e-06,1.2364934e-05,1.2504225e-05,0.4917094,0.0,0.4990714,0.048524864,0.08151538,0.049334724
3.0998367e-06,1.2362883e-05,1.2501993e-05,0.4916544,0.0,0.49901673,0.04851835,0.08166302,0.04932755
2.9747716e-06,1.23608515e-05,1.2499749e-05,0.49159932,0.0,0.49896216,0.048511177,0.081911325,0.04932034
3.0032204e-06,1.2358803e-05,1.249752e-05,0.49154463,0.0,0.49890772,0.048504382,0.08135007,0.049313135
