params_real,params_hybrid,params_phys
3.0,2.8795373,1.7906032
2.5,1.1731335,2.2810462
1.0,0.994867,1.8932223
-2.0,-1.6974969,0.8197343
1.0,0.9856615,-0.11955536
-2.0,-1.4425682,1.2015249
1.0,1.0,1.0
1.0,1.0,1.0
