mse,p_norm,l2_norm
0.010983864,1.5171772,0.61593527
0.010931646,1.5178719,0.6144694
0.010878484,1.5185593,0.6129735
0.010825327,1.5192461,0.61147404
0.0107741,1.5199322,0.6100255
0.010724937,1.5206234,0.6086321
0.01067636,1.5213125,0.6072522
0.010628372,1.5220004,0.6058859
0.010580502,1.5226858,0.60451996
0.010532494,1.5233665,0.6031469
0.010484505,1.5240412,0.60177135
0.010438178,1.5247146,0.6004403
0.010392958,1.5253886,0.5991383
0.010347637,1.526064,0.59783053
0.010302022,1.5267369,0.59651136
0.010254299,1.5274094,0.5951282
0.010206465,1.5280825,0.59373844
0.010159575,1.5287621,0.5923731
0.010112764,1.5294377,0.5910068
0.010066946,1.5301152,0.5896664
0.010021667,1.5307927,0.5883388
0.009977146,1.5314679,0.58703053
0.009934213,1.5321432,0.58576614
0.009890893,1.5328248,0.5844875
0.009846712,1.533511,0.5831807
0.009803493,1.5342017,0.58189946
0.009761286,1.534889,0.58064544
0.009719717,1.5355747,0.57940775
0.009679038,1.5362601,0.578194
0.009637902,1.5369382,0.5769641
0.009596848,1.537614,0.5757339
0.00955577,1.5382924,0.5745005
0.009516335,1.5389748,0.5733138
0.009478021,1.5396563,0.5721585
0.00943941,1.5403328,0.5709919
0.009399616,1.5410074,0.569787
0.009358595,1.54168,0.56854236
0.009318432,1.5423447,0.5673211
0.009279056,1.5430081,0.5661212
0.009241191,1.5436715,0.56496495
0.009203466,1.5443296,0.5638106
0.009166392,1.5449841,0.5626738
0.009130612,1.5456368,0.56157464
0.009094827,1.5462809,0.560473
0.009058866,1.5469295,0.5593639
0.009022644,1.5475812,0.55824447
0.008986519,1.5482295,0.55712575
0.008950266,1.54888,0.55600095
0.008914977,1.5495278,0.55490375
0.008879669,1.5501713,0.5538038
0.008845155,1.5508157,0.5527264
0.008810842,1.5514587,0.55165327
0.008776785,1.5520988,0.5505861
0.008743002,1.5527349,0.54952544
0.008709816,1.5533695,0.5484815
0.0086766435,1.5540078,0.54743606
0.00864377,1.5546426,0.546398
0.008610585,1.5552734,0.54534817
0.008577793,1.5559108,0.5443087
0.008545128,1.5565459,0.54327136
0.008513393,1.5571834,0.5422616
0.008481665,1.5578154,0.5412502
0.008450504,1.5584493,0.54025507
0.008420117,1.5590879,0.5392828
0.008390418,1.5597212,0.5383309
0.008361123,1.5603503,0.5373903
0.008331615,1.5609815,0.53644115
0.008302267,1.5616149,0.5354955
0.00827256,1.5622418,0.5345366
0.008243163,1.5628687,0.533586
0.00821325,1.5634875,0.53261703
0.008182869,1.5641059,0.53163105
0.008153198,1.5647235,0.5306663
0.008124522,1.5653371,0.5297322
0.0080963,1.5659498,0.5288114
0.008068694,1.5665543,0.5279091
0.008041783,1.5671521,0.527028
0.008014938,1.5677466,0.52614766
0.00798797,1.5683445,0.52526164
0.007960651,1.5689452,0.52436274
0.007933648,1.5695438,0.5234726
0.007907282,1.5701454,0.522602
0.0078814365,1.5707451,0.5217473
0.007856174,1.5713419,0.5209105
0.007831191,1.5719341,0.5200815
0.0078066634,1.5725291,0.5192664
0.0077822157,1.5731226,0.5184527
0.0077574085,1.5737132,0.5176257
0.0077323904,1.5742996,0.51679033
0.007707372,1.5748851,0.51595366
0.0076822755,1.57547,0.51511294
0.007657391,1.5760559,0.51427794
0.0076330486,1.5766397,0.5134599
0.007608868,1.5772206,0.51264596
0.007585348,1.5777951,0.51185304
0.0075625796,1.5783628,0.5110842
0.0075401226,1.5789316,0.51032484
0.0075176484,1.5795039,0.5095637
0.007495003,1.5800774,0.5087957
0.0074723,1.5806489,0.5080245
0.0074498444,1.5812224,0.50726056
0.00742762,1.5817914,0.50650334
0.0074055362,1.5823513,0.5057499
0.007383704,1.5829074,0.5050038
0.0073621953,1.5834625,0.50426775
0.0073411306,1.5840214,0.5035458
0.0073201093,1.5845785,0.50282437
0.0072994665,1.5851321,0.50211483
0.007278967,1.5856881,0.5014093
0.0072587994,1.5862457,0.50071424
0.007238685,1.5868024,0.50001997
0.0072185243,1.5873599,0.4993232
0.0071985186,1.5879076,0.49863073
0.0071783722,1.5884503,0.4979325
0.0071581807,1.5889882,0.49723175
0.00713836,1.5895244,0.4965428
0.0071189012,1.5900611,0.4958656
0.0070999176,1.5905919,0.495204
0.00708109,1.5911274,0.49454698
0.0070621553,1.5916654,0.49388534
0.0070431107,1.5921967,0.49321896
0.0070243645,1.5927236,0.49256214
0.007005903,1.5932454,0.49191442
0.0069880364,1.5937701,0.49128678
0.0069703986,1.5942963,0.4906664
0.006952653,1.5948226,0.49004143
0.0069345324,1.5953355,0.48940244
0.0069163977,1.5958427,0.48876202
0.0068988623,1.5963482,0.48814207
0.006881851,1.5968544,0.4875399
0.0068649105,1.5973668,0.4869394
0.0068478673,1.5978804,0.48633465
0.0068305205,1.5983969,0.48571822
0.006813348,1.5989121,0.48510727
0.006796718,1.5994229,0.48451492
0.0067803236,1.5999314,0.48393017
0.0067638215,1.6004364,0.48334095
0.0067472043,1.6009392,0.48274684
0.006730591,1.6014471,0.48215213
0.006714381,1.601959,0.4815712
0.006698887,1.6024609,0.48101524
0.0066838567,1.6029623,0.48047534
0.006668623,1.6034611,0.47992745
0.006652821,1.6039555,0.47935852
0.006637013,1.6044437,0.47878864
0.006621268,1.604933,0.47822037
0.006605855,1.6054273,0.4776635
0.006590825,1.6059186,0.47711974
0.006575542,1.6064019,0.47656626
0.0065604895,1.6068871,0.4760205
0.0065457444,1.6073749,0.4754852
0.0065310043,1.6078616,0.4749496
0.0065165083,1.608347,0.4744222
0.0065023457,1.6088239,0.4739064
0.006487768,1.6093038,0.4733748
0.006472979,1.6097766,0.47283494
0.0064582294,1.610246,0.472296
0.0064438395,1.6107152,0.4717695
0.006430233,1.6111828,0.47127116
0.0064168395,1.6116463,0.47078013
0.0064035803,1.6121088,0.4702935
0.0063897055,1.6125667,0.46978366
0.006375722,1.6130191,0.46926937
0.006361986,1.6134678,0.4687636
0.0063488297,1.6139182,0.46827868
0.006335688,1.6143636,0.46779373
0.0063222903,1.6148086,0.4672989
0.0063086674,1.6152589,0.46679515
0.0062955534,1.6157119,0.46630973
0.0062828716,1.616166,0.4658398
0.0062698782,1.6166297,0.4653579
0.0062561845,1.6170946,0.46484944
0.006242341,1.617558,0.46433485
0.0062296027,1.6180117,0.4638608
0.0062179887,1.6184642,0.4634282
0.0062064403,1.6189128,0.46299765
0.006193911,1.6193569,0.46253008
0.006181058,1.6197933,0.46204993
0.0061685406,1.6202217,0.46158183
0.0061569926,1.6206433,0.46114957
0.0061459187,1.6210699,0.46073472
0.0061340216,1.6214961,0.4602885
0.006121668,1.6219237,0.4598248
0.0061094174,1.6223495,0.45936447
0.006097509,1.6227741,0.4589166
0.0060858876,1.6232005,0.45847905
0.0060740774,1.623621,0.45803395
0.006062401,1.6240389,0.4575935
0.006050569,1.6244538,0.45714673
0.006038944,1.6248671,0.45670736
0.0060279304,1.6252768,0.4562907
0.0060169296,1.6256924,0.45587417
0.0060057216,1.6261009,0.45544934
0.005994528,1.626514,0.45502475
0.005983357,1.6269351,0.4546005
0.0059728753,1.6273606,0.4542022
0.005962435,1.6277875,0.4538051
0.005952005,1.6282113,0.45340794
0.00594088,1.6286358,0.45298404
0.005929946,1.629064,0.452567
0.005919316,1.6294897,0.45216116
0.0059086187,1.6299176,0.4517524
0.0058979327,1.6303461,0.4513437
0.005887767,1.6307696,0.45095462
0.005877154,1.6311847,0.450548
0.0058660824,1.6315968,0.4501234
0.005855396,1.6320167,0.44971323
0.0058453544,1.6324385,0.44932744
0.0058356286,1.6328574,0.44895345
0.005825915,1.6332731,0.44857964
0.0058156787,1.6336858,0.44818544
0.0058063297,1.6341026,0.447825
0.005796551,1.6345165,0.44744772
0.005786985,1.6349295,0.44707838
0.0057774503,1.6353534,0.44671
0.0057688034,1.6357704,0.44637552
0.0057595554,1.6361868,0.4460176
0.0057493597,1.6365948,0.44562265
0.005738974,1.6370004,0.44522
0.005729139,1.6374055,0.4448383
0.005719595,1.6378049,0.44446763
0.005710306,1.6382006,0.44410655
0.00570058,1.6385944,0.44372818
0.0056910524,1.6389804,0.44335723
0.005681004,1.6393692,0.44296566
0.0056714825,1.6397674,0.4425943
0.005662342,1.6401658,0.44223747
0.0056532174,1.6405714,0.44188103
0.005644214,1.640977,0.44152904
0.005636359,1.6413814,0.44122168
0.0056271516,1.6417884,0.44086117
0.0056179566,1.6422021,0.4405008
0.005609923,1.6426177,0.44018576
0.0056024557,1.643031,0.43989265
0.00559379,1.6434382,0.43955234
0.005584501,1.6438522,0.43918723
0.0055747414,1.644268,0.43880332
0.005565377,1.6446862,0.4384346
0.0055574747,1.6450988,0.43812323
0.0055492255,1.6455036,0.4377979
0.0055396534,1.6459042,0.4374202
0.0055302624,1.6462994,0.43704924
0.0055226074,1.6467049,0.43674666
0.0055155414,1.6471025,0.43646717
0.005507883,1.6474956,0.43616405
0.00549889,1.6478956,0.43580782
0.0054894057,1.6482799,0.4354318
0.005481313,1.6486669,0.43511075
0.0054753097,1.6490532,0.4348724
0.00546844,1.6494423,0.43459952
0.0054601086,1.6498291,0.4342683
0.0054511786,1.6502223,0.43391308
0.00544194,1.6506071,0.4335452
0.0054338616,1.6509916,0.4332233
0.0054263845,1.6513754,0.43292516
0.005418888,1.6517547,0.43262598
0.005410354,1.6521267,0.43228516
0.0054030735,1.652496,0.43199423
0.0053957175,1.6528656,0.43170005
0.0053882403,1.6532362,0.43140084
0.0053808107,1.6536021,0.43110332
0.0053724083,1.6539627,0.4307666
0.0053648464,1.6543171,0.4304633
0.0053588646,1.6546762,0.43022326
0.0053514163,1.6550312,0.4299242
0.0053437725,1.655388,0.42961708
0.0053365524,1.6557539,0.42932668
0.0053291842,1.6561121,0.4290302
0.005320921,1.6564723,0.42869744
0.0053121843,1.656833,0.4283454
0.005303648,1.6571912,0.42800108
0.0052953972,1.6575499,0.427668
0.005288265,1.6579082,0.4273799
0.005281538,1.6582593,0.427108
0.0052747424,1.6586105,0.42683315
0.0052686078,1.6589556,0.42658484
0.0052626724,1.6593032,0.4263445
0.0052556833,1.6596501,0.42606133
0.0052486705,1.6599991,0.425777
0.0052423975,1.6603404,0.42552245
0.0052354885,1.660683,0.42524198
0.005227922,1.6610292,0.4249346
0.0052207247,1.6613827,0.42464197
0.0052133133,1.6617304,0.42434043
0.005206531,1.6620785,0.42406434
0.0052000238,1.6624283,0.42379922
0.00519266,1.6627725,0.42349908
0.0051848227,1.6631124,0.42317936
0.0051786467,1.6634576,0.42292723
0.005172013,1.6638062,0.42265627
0.0051653553,1.6641583,0.42238414
0.0051590754,1.6645207,0.4221273
0.005152785,1.6648809,0.42186987
0.0051470078,1.6652328,0.4216333
0.0051420056,1.6655856,0.42142838
0.005134666,1.6659366,0.4211275
0.0051277597,1.6662933,0.4208442
0.00512173,1.6666651,0.42059666
0.0051157675,1.6670324,0.42035177
0.005110304,1.6673936,0.42012727
0.005104723,1.667755,0.4198978
0.0050972803,1.668115,0.41959158
0.0050894707,1.6684737,0.41927
0.0050819283,1.6688387,0.41895926
0.0050764703,1.6691995,0.4187342
0.0050713224,1.6695594,0.41852185
0.005063368,1.6699228,0.41819346
0.0050558103,1.6702802,0.41788128
0.005049526,1.6706414,0.41762146
0.0050448757,1.6710016,0.41742915
0.005038677,1.6713583,0.41717258
0.0050308635,1.671713,0.41684905
0.005024443,1.6720749,0.41658294
0.0050197025,1.6724335,0.41638637
0.0050160997,1.6727899,0.41623694
0.005011319,1.6731462,0.4160385
0.0050039957,1.6735026,0.4157344
0.0049971957,1.6738611,0.41545185
0.004993012,1.674217,0.41527793
0.0049891546,1.6745572,0.41511744
0.004983041,1.674891,0.41486305
0.00497358,1.6752235,0.41446903
0.004968042,1.6755527,0.4142382
0.004965098,1.6758795,0.41411546
0.00495925,1.6762038,0.41387147
0.0049505574,1.6765287,0.41350862
0.004941709,1.6768502,0.41313887
0.004937947,1.6771799,0.4129816
0.0049342075,1.6775128,0.41282523
0.0049276007,1.6778377,0.41254875
0.004919935,1.6781672,0.41222772
0.0049134647,1.6784986,0.41195658
0.0049104067,1.6788286,0.41182837
0.004908615,1.6791636,0.41175324
0.0049027004,1.6794955,0.41150507
0.004894269,1.6798264,0.41115105
0.004888638,1.680163,0.4109145
0.0048861178,1.6805024,0.41080856
0.0048824283,1.680841,0.41065344
0.0048753284,1.6811752,0.41035473
0.004867314,1.6815083,0.41001734
0.004859338,1.6818384,0.40968123
0.004854563,1.6821715,0.4094799
0.004850959,1.6825026,0.40932783
0.004844558,1.6828306,0.40905774
0.0048378687,1.6831657,0.40877524
0.0048327385,1.6834958,0.40855843
0.00483001,1.6838294,0.408443
0.0048278323,1.6841574,0.40835094
0.0048231995,1.6844778,0.40815502
0.004817882,1.6847919,0.40792993
0.0048123854,1.685111,0.40769717
0.0048084,1.6854267,0.4075283
0.004804692,1.685734,0.40737113
0.0047959513,1.6860483,0.40700048
0.0047880886,1.686366,0.4066667
0.0047817132,1.6866766,0.40639585
0.004776325,1.6869774,0.40616682
0.004771308,1.6872786,0.40595347
0.0047659264,1.6875771,0.40572444
0.0047603487,1.6878681,0.405487
0.0047551645,1.6881665,0.4052661
0.0047508925,1.6884569,0.40508404
0.004749467,1.6887445,0.40502325
0.0047457116,1.6890402,0.40486312
0.0047409465,1.6893327,0.40465975
0.0047351606,1.6896317,0.40441275
0.004731305,1.6899303,0.4042481
0.004727096,1.6902128,0.4040682
0.004720189,1.6905009,0.40377295
0.0047123698,1.6907889,0.40343833
0.004707277,1.6910868,0.40322027
0.004703895,1.6913818,0.40307543
0.004699717,1.6916697,0.4028964
0.0046941405,1.6919528,0.4026573
0.004687403,1.692236,0.40236822
0.004683988,1.6925179,0.40222162
0.0046827937,1.6927973,0.40217033
0.0046799416,1.6930829,0.40204784
0.0046727206,1.6933684,0.40173757
0.0046663242,1.6936607,0.4014625
0.0046620076,1.6939567,0.40127677
0.004659202,1.6942556,0.40115598
0.004651594,1.6945443,0.40082833
0.004641528,1.6948373,0.4003944
0.004635332,1.6951323,0.40012708
0.004636241,1.6954243,0.40016633
0.004634778,1.6957116,0.40010315
0.004627453,1.6959968,0.39978686
0.004620265,1.6962839,0.39947623
0.004620772,1.6965802,0.39949816
0.004622954,1.6968737,0.3995925
0.004615859,1.697161,0.3992857
0.00460503,1.6974435,0.39881706
0.0046012844,1.6977279,0.39865488
0.004600907,1.6980064,0.39863852
0.004597441,1.6982932,0.3984883
0.0045885886,1.6985745,0.39810446
0.0045798817,1.6988561,0.3977266
0.0045770044,1.6991291,0.39760163
0.0045743696,1.6994025,0.3974872
0.00456823,1.6996651,0.39722037
0.004559201,1.6999232,0.39682764
0.004553484,1.7001718,0.39657873
0.004555164,1.7004184,0.39665186
0.0045548743,1.7006688,0.39663932
0.004546503,1.7009146,0.3962746
0.004540216,1.7011564,0.39600056
0.0045389743,1.7013929,0.3959464
0.0045378837,1.7016298,0.39589882
0.0045309225,1.7018605,0.39559504
0.0045229224,1.7020947,0.3952456
0.0045199264,1.7023282,0.3951147
0.0045179743,1.7025573,0.3950294
0.0045123654,1.7027881,0.39478412
0.004506472,1.7030231,0.39452624
0.004502608,1.7032495,0.39435703
0.0045012864,1.7034689,0.39429912
0.004498013,1.7036889,0.39415574
0.0044921045,1.7039129,0.3938968
0.004487738,1.7041342,0.39370528
0.004484462,1.704354,0.39356157
0.00448051,1.7045778,0.39338812
0.0044739083,1.7048005,0.39309818
0.004470032,1.7050254,0.39292789
0.004464897,1.7052443,0.3927021
0.004459435,1.705464,0.39246184
0.0044551813,1.7056879,0.39227462
0.0044519254,1.705911,0.39213124
0.004450357,1.7061265,0.39206216
0.004447458,1.7063415,0.39193445
0.0044446397,1.7065616,0.39181024
0.0044425083,1.7067828,0.39171633
0.0044388017,1.706998,0.39155284
0.00443484,1.707211,0.39137807
0.004431027,1.7074345,0.39120978
0.004425137,1.707662,0.3909497
0.0044182427,1.7078875,0.39064503
0.004410379,1.7081076,0.39029723
0.0044055865,1.708328,0.3900851
0.0044012726,1.7085537,0.38989407
0.0043963757,1.7087724,0.38967714
0.004392487,1.7089823,0.38950476
0.0043940675,1.7091972,0.38957486
0.0043924013,1.7094198,0.38950095
0.00438777,1.7096375,0.38929555
0.0043823975,1.7098587,0.3890571
0.0043821423,1.7100763,0.38904583
0.0043791817,1.710297,0.38891438
0.00437171,1.7105075,0.38858244
0.004363504,1.710713,0.38821757
0.004361047,1.7109169,0.38810828
0.004358309,1.7111206,0.38798642
0.004350362,1.71132,0.3876325
0.0043429337,1.7115185,0.38730142
0.004341792,1.711721,0.38725054
0.004338945,1.7119275,0.38712355
0.004335211,1.7121396,0.38695693
0.0043302397,1.7123461,0.386735
0.004329817,1.7125394,0.38671613
0.0043318416,1.7127331,0.38680652
0.0043278052,1.7129189,0.3866263
0.0043212776,1.7131071,0.38633457
0.004317209,1.7132967,0.38615263
0.004316433,1.7134819,0.38611794
0.004312363,1.7136635,0.38593587
0.004303471,1.7138472,0.38553777
0.004296765,1.7140245,0.3852373
0.004296513,1.7142026,0.38522598
0.0042948998,1.7143849,0.38515365
0.004287695,1.7145644,0.38483045
0.0042795255,1.7147417,0.38446367
0.0042799506,1.7149167,0.3844828
0.0042806366,1.7150835,0.38451362
0.004275132,1.715251,0.38426626
0.004267651,1.715411,0.3839299
0.0042631724,1.7155652,0.3837284
0.00426437,1.715717,0.38378227
0.004263519,1.7158685,0.383744
0.004256459,1.7160251,0.38342616
0.0042490438,1.7161907,0.38309202
0.0042453622,1.7163638,0.38292602
0.0042449413,1.7165396,0.38290703
0.0042402153,1.716718,0.38269383
0.004229903,1.7168887,0.3822282
0.0042245784,1.7170532,0.38198754
0.004225915,1.7172145,0.38204792
0.0042234007,1.7173815,0.3819343
0.0042165145,1.7175415,0.3816228
0.0042126486,1.7177056,0.38144782
0.00421394,1.7178657,0.38150626
0.004213421,1.7180153,0.38148278
0.004204844,1.7181554,0.38109428
0.004198983,1.7182964,0.3808286
0.0041994452,1.7184384,0.3808496
0.0041981055,1.7185798,0.38078883
0.004189544,1.7187132,0.3804003
0.0041797166,1.718848,0.37995395
0.004180289,1.7189775,0.37997994
0.0041821585,1.7191077,0.3800649
0.004174865,1.7192391,0.37973332
0.0041662008,1.7193745,0.3793391
0.0041666287,1.7195089,0.37935856
0.004168245,1.7196459,0.37943214
0.0041624927,1.7197845,0.37917024
0.0041547553,1.7199291,0.37881765
0.004152464,1.7200732,0.37871325
0.004154049,1.7202042,0.3787855
0.004148616,1.7203332,0.37853768
0.0041402937,1.720459,0.37815782
0.004137629,1.720586,0.3780361
0.0041389377,1.7207053,0.37809587
0.0041350443,1.7208192,0.377918
0.004124084,1.7209228,0.37741685
0.00412331,1.7210293,0.3773814
0.004122407,1.7211332,0.37734008
0.0041186376,1.7212383,0.37716752
0.0041133557,1.7213355,0.37692562
0.0041140937,1.7214316,0.37695938
0.004111337,1.7215332,0.3768331
0.004108001,1.7216269,0.37668017
0.0041031158,1.7217101,0.37645614
0.0040970747,1.7217972,0.37617892
0.004094871,1.7218789,0.37607777
0.004090765,1.721959,0.3758891
0.004083005,1.7220397,0.37553242
0.004077033,1.7221197,0.37525773
0.004075271,1.7222003,0.3751766
0.0040714093,1.7222894,0.3749988
0.004067111,1.7223684,0.37480077
0.0040651136,1.7224452,0.37470877
0.0040653353,1.7225138,0.37471896
0.004062586,1.7225809,0.37459227
0.0040547103,1.7226565,0.37422898
0.0040535573,1.7227219,0.3741758
0.0040511866,1.7227901,0.37406635
0.004050284,1.7228471,0.37402466
0.0040451083,1.7229046,0.37378561
0.0040376014,1.7229608,0.37343863
0.0040363264,1.7230227,0.37337968
0.0040353434,1.7230778,0.3733342
0.004027829,1.723141,0.3729864
0.0040229284,1.7232,0.37275946
0.0040191635,1.7232592,0.372585
0.0040177386,1.723323,0.37251893
0.004014347,1.7233844,0.37236166
0.0040082703,1.7234462,0.3720797
0.0040090065,1.7235086,0.37211388
0.004008812,1.7235723,0.37210488
0.0040010973,1.7236323,0.37174666
0.003999233,1.723693,0.37166005
0.0039977203,1.7237471,0.37158972
0.003990793,1.7238035,0.37126765
0.0039849244,1.7238429,0.3709946
0.0039824964,1.7238866,0.37088153
0.003980558,1.7239363,0.37079126
0.0039778408,1.7239839,0.3706647
0.00397376,1.7240177,0.37047452
0.0039725043,1.7240443,0.370416
0.003970942,1.7240634,0.37034312
0.0039676484,1.7240897,0.37018955
0.0039622844,1.7241108,0.36993918
0.0039564455,1.7241287,0.3696665
0.0039545037,1.7241511,0.36957577
0.0039511095,1.7241842,0.36941713
0.003946152,1.7242166,0.36918533
0.0039421734,1.724256,0.36899915
0.0039414777,1.7242966,0.36896658
0.00393834,1.7243359,0.3688197
0.0039355275,1.7243685,0.36868802
0.0039289105,1.7244025,0.36837792
0.003926669,1.7244337,0.36827278
0.0039303424,1.7244669,0.368445
0.003924367,1.7244973,0.36816487
0.003918294,1.7245194,0.36787984
0.003915293,1.7245458,0.367739
0.003910258,1.7245677,0.36750245
0.003906488,1.7245797,0.36732522
0.003901137,1.7245928,0.36707357
0.0038960674,1.7246016,0.36683497
0.003892164,1.7246145,0.36665115
0.0038899581,1.7246284,0.36654726
