mse,p_norm,l2_norm
0.007256299,1.5978501,0.50062793
0.007244517,1.5981674,0.5002214
0.0072379285,1.5984842,0.49999386
0.007235706,1.5987989,0.4999171
0.0072350698,1.5991143,0.49989504
0.007236441,1.5994267,0.49994245
0.0072310474,1.5997391,0.49975613
0.0072217286,1.6000512,0.499434
0.00721239,1.6003649,0.49911094
0.0072032525,1.6006776,0.4987947
0.0071975305,1.6009886,0.49859658
0.007194684,1.6012983,0.49849793
0.007194441,1.6016082,0.4984895
0.007188602,1.6019192,0.4982872
0.0071791974,1.6022273,0.49796116
0.0071710055,1.6025373,0.49767694
0.0071652834,1.6028458,0.4974784
0.007157591,1.6031544,0.49721125
0.0071487697,1.603461,0.4969048
0.0071427254,1.603766,0.49669468
0.007137111,1.6040708,0.49649942
0.0071325735,1.6043748,0.49634156
0.007131389,1.604676,0.49630037
0.0071310387,1.6049758,0.49628818
0.0071289744,1.6052738,0.4962163
0.0071208966,1.6055712,0.49593508
0.007106757,1.6058694,0.49544245
0.0070920796,1.6061647,0.49493062
0.007084329,1.6064595,0.49466008
0.0070846234,1.6067535,0.49467036
0.0070878975,1.6070452,0.49478465
0.0070875753,1.6073368,0.4947734
0.0070843482,1.6076281,0.49466076
0.0070764134,1.6079191,0.49438366
0.0070645465,1.6082113,0.49396893
0.007054405,1.608501,0.4936143
0.0070437123,1.6087894,0.49324003
0.00703498,1.6090764,0.4929342
0.0070327865,1.6093645,0.49285737
0.0070285457,1.6096528,0.49270874
0.007023134,1.6099412,0.49251902
0.007014944,1.6102284,0.49223173
0.0070072934,1.6105154,0.49196324
0.0070045944,1.6108011,0.49186853
0.007003452,1.6110839,0.4918284
0.007005419,1.6113654,0.49189743
0.007006212,1.6116464,0.4919253
0.0070025977,1.6119274,0.4917984
0.0069952277,1.6122106,0.4915395
0.0069864914,1.6124927,0.49123248
0.006977129,1.6127717,0.49090323
0.0069715325,1.6130509,0.49070632
0.006968054,1.6133304,0.49058387
0.006960928,1.6136101,0.49033296
0.0069493223,1.6138903,0.489924
0.0069377124,1.6141704,0.4895146
0.006926289,1.6144497,0.48911145
0.0069207186,1.6147285,0.48891476
0.006918908,1.6150079,0.48885074
0.006922437,1.615285,0.4889754
0.0069210758,1.6155611,0.4889273
0.0069125174,1.6158382,0.48862493
0.0069044307,1.6161112,0.488339
0.0068954797,1.6163843,0.4880224
0.006884544,1.6166569,0.48763528
0.006877372,1.6169279,0.48738116
0.006873606,1.6171987,0.48724774
0.006877573,1.6174679,0.48738834
0.006879693,1.6177387,0.4874634
0.006872018,1.6180106,0.48719144
0.0068565933,1.6182815,0.4866444
0.006843753,1.618551,0.4861885
0.0068357512,1.6188186,0.4859042
0.006830603,1.6190852,0.4857212
0.006830061,1.6193483,0.48570186
0.0068288706,1.6196115,0.48565954
0.006823084,1.6198732,0.48545372
0.0068136333,1.6201344,0.48511744
0.006807561,1.6203943,0.48490125
0.006806823,1.6206542,0.48487493
0.006807615,1.6209122,0.48490316
0.006805628,1.621172,0.4848324
0.006798959,1.6214316,0.48459476
0.006784209,1.6216931,0.48406884
0.0067731207,1.6219532,0.48367307
0.006766607,1.6222161,0.48344046
0.006766874,1.6224748,0.48345003
0.0067669647,1.6227324,0.4834532
0.006760486,1.6229885,0.48322177
0.0067523434,1.623246,0.48293066
0.0067458567,1.6235008,0.48269862
0.0067376043,1.6237557,0.4824033
0.0067310426,1.6240109,0.48216835
0.006722119,1.6242642,0.48184863
0.0067132264,1.6245137,0.4815298
0.0067054452,1.6247642,0.4812506
0.0067034145,1.6250148,0.48117775
0.0067046084,1.6252661,0.4812206
0.0067068436,1.6255182,0.48130083
0.006704969,1.625769,0.48123354
0.006693148,1.6260197,0.48080918
0.006677423,1.6262696,0.480244
0.006671785,1.6265204,0.48004124
0.006669319,1.6267705,0.4799525
0.006663693,1.6270212,0.47975004
0.006654877,1.6272684,0.47943255
0.0066472003,1.6275158,0.47915596
0.0066378866,1.6277623,0.47882017
0.0066333036,1.6280079,0.47865483
0.006629135,1.6282525,0.47850442
0.006625103,1.6284965,0.47835886
0.006620251,1.6287395,0.47818366
0.0066125034,1.6289804,0.4779038
0.006601265,1.62922,0.47749752
0.00659326,1.6294597,0.47720787
0.0065867,1.6297014,0.47697043
0.0065851035,1.6299434,0.47691268
0.0065855742,1.6301845,0.47692966
0.0065803938,1.6304234,0.47674206
0.006567299,1.6306627,0.4762675
0.0065576537,1.6309015,0.4759176
0.006554318,1.6311405,0.47579652
0.0065555843,1.6313767,0.47584248
0.0065581477,1.6316134,0.4759355
0.0065562753,1.6318489,0.47586757
0.0065466217,1.6320807,0.47551706
0.0065324977,1.6323111,0.47500384
0.006522148,1.6325399,0.47462738
0.0065171802,1.6327686,0.47444662
0.006509977,1.6329958,0.47418436
0.0065057743,1.6332235,0.47403127
0.006501927,1.6334499,0.4738911
0.006494162,1.6336765,0.47360802
0.0064803096,1.6339033,0.4731027
0.006473992,1.6341292,0.472872
0.00646897,1.6343522,0.47268856
0.006467046,1.6345754,0.47261825
0.0064650136,1.6347986,0.47254398
0.0064587197,1.6350209,0.4723139
0.0064465087,1.6352441,0.4718672
0.0064360127,1.6354678,0.47148293
0.006431238,1.6356896,0.47130796
0.0064315265,1.6359124,0.47131854
0.0064373254,1.6361357,0.47153097
0.0064284457,1.6363585,0.47120565
0.006409028,1.6365807,0.47049344
0.0063872994,1.6368016,0.4696952
0.006380211,1.6370214,0.4694345
0.0063885134,1.6372404,0.46973985
0.0063948547,1.6374598,0.46997294
0.006390302,1.6376778,0.46980563
0.0063751517,1.6378939,0.46924835
0.006354055,1.6381105,0.46847132
0.0063424916,1.6383259,0.46804482
0.006341641,1.6385422,0.4680134
0.006346315,1.6387585,0.46818593
0.0063489433,1.6389722,0.46828282
0.0063389614,1.6391866,0.46791455
0.0063209543,1.6394002,0.46724948
0.006303322,1.6396136,0.46659732
0.0063012247,1.6398244,0.4665197
0.00630788,1.6400349,0.466766
0.006312133,1.6402438,0.46692333
0.0063038375,1.6404514,0.46661642
0.0062866127,1.6406599,0.4659785
0.0062667504,1.640866,0.46524176
0.006257908,1.6410713,0.46491337
0.0062600817,1.6412746,0.46499416
0.006267719,1.6414762,0.46527773
0.006265745,1.6416765,0.46520445
0.0062515987,1.6418767,0.464679
0.0062353956,1.6420774,0.46407646
0.006224394,1.642278,0.46366686
0.00622376,1.6424776,0.46364325
0.0062210835,1.6426775,0.46354353
0.0062152813,1.6428767,0.4633273
0.0062043862,1.6430733,0.46292105
0.006189252,1.6432679,0.4623561
0.006183918,1.6434608,0.46215686
0.0061845453,1.6436527,0.4621803
0.006180047,1.6438451,0.46201214
0.006170488,1.6440389,0.4616547
0.006157545,1.6442319,0.46117026
0.006148527,1.644425,0.46083248
0.0061445776,1.644618,0.46068442
0.006147929,1.6448109,0.46081004
0.0061486154,1.6450027,0.46083575
0.0061402596,1.6451943,0.4605225
0.0061204247,1.6453838,0.4597781
0.0061051627,1.6455736,0.4592045
0.0060985615,1.6457623,0.45895618
0.006097313,1.6459516,0.45890918
0.0061005796,1.6461395,0.45903212
0.006095285,1.6463289,0.4588329
0.006088143,1.6465183,0.45856398
0.006077398,1.6467063,0.45815915
0.0060652914,1.6468937,0.45770255
0.006051506,1.6470801,0.45718214
0.006050265,1.647266,0.45713523
0.0060457746,1.6474535,0.45696557
0.0060399603,1.64764,0.4567458
0.0060339347,1.6478244,0.4565179
0.0060313586,1.6480072,0.45642042
0.0060264673,1.6481903,0.45623535
0.0060184863,1.6483713,0.4559331
0.006006802,1.6485516,0.45549035
0.0059893103,1.6487306,0.45482668
0.005985593,1.6489099,0.4546855
0.0059900563,1.6490867,0.454855
0.005985669,1.6492628,0.4546884
0.00597699,1.649439,0.4543586
0.0059625925,1.6496154,0.45381105
0.005953949,1.6497915,0.45348203
0.005951284,1.6499664,0.45338055
0.005943249,1.6501423,0.45307434
0.0059365607,1.6503166,0.45281932
0.005930298,1.6504904,0.45258042
0.0059176944,1.6506631,0.45209923
0.005907108,1.6508349,0.45169467
0.005900246,1.6510066,0.45143226
0.0058949287,1.6511772,0.45122874
0.0058897045,1.6513484,0.4510288
0.0058819684,1.6515186,0.45073244
0.0058740005,1.6516881,0.45042706
0.0058662924,1.6518567,0.45013148
0.0058624004,1.6520226,0.44998214
0.0058605233,1.6521884,0.44991007
0.0058596763,1.6523554,0.44987753
0.005854173,1.6525197,0.44966623
0.005836571,1.6526833,0.44898972
0.0058224304,1.6528449,0.44844553
0.005821707,1.6530048,0.44841763
0.00581923,1.653162,0.44832224
0.005811272,1.6533184,0.44801557
0.0057982164,1.6534728,0.44751203
0.0057865046,1.653626,0.4470598
0.005784482,1.6537774,0.44698167
0.0057848413,1.6539286,0.44699562
0.0057819868,1.654079,0.4468853
0.005770966,1.6542279,0.44645917
0.0057554003,1.654376,0.4458567
0.0057446407,1.6545237,0.44543973
0.0057389843,1.6546714,0.44522035
0.005736275,1.6548188,0.44511527
0.00573523,1.6549667,0.4450747
0.0057314206,1.6551148,0.4449269
0.0057206717,1.6552631,0.44450948
0.0057085175,1.6554097,0.44403702
0.005695133,1.6555573,0.44351617
0.005689012,1.6557031,0.44327775
0.005689825,1.6558477,0.44330943
0.005692381,1.6559899,0.44340897
0.0056863427,1.6561314,0.44317377
0.0056774146,1.6562725,0.4428257
0.005665544,1.6564149,0.4423625
0.005655355,1.6565574,0.44196457
0.00564329,1.6567012,0.4414929
0.0056302403,1.6568455,0.44098213
0.00562787,1.6569874,0.4408893
0.005625415,1.6571298,0.44079307
0.005620712,1.6572714,0.44060883
0.0056067924,1.6574111,0.44006285
0.0055945055,1.6575516,0.43958044
0.0055897203,1.6576917,0.4393924
0.0055867936,1.6578318,0.43927735
0.0055786353,1.6579727,0.4389565
0.005569014,1.6581115,0.43857783
0.0055612456,1.6582496,0.4382718
0.0055637807,1.6583879,0.4383717
0.0055626817,1.6585244,0.4383284
0.005551512,1.6586593,0.43788812
0.0055358424,1.6587929,0.43726972
0.005524253,1.6589235,0.43681172
0.0055189524,1.6590552,0.43660212
