params_real,params_hybrid,params_phys
3.0,2.8749716,2.8750174
2.5,1.8336688,1.8213109
1.0,0.9970873,0.99709684
-2.0,-1.9454616,-1.9434897
1.0,0.9954769,0.99548656
-2.0,-1.9146793,-1.9127433
1.0,1.0,1.0
1.0,1.0,1.0
