params_real,params_hybrid,params_phys
3.0,2.8730347,2.8730617
2.5,1.0305417,1.0094818
1.0,0.99589616,0.99588335
-2.0,-1.8403245,-1.8365487
1.0,0.9953197,0.99529374
-2.0,-1.77692,-1.7692854
1.0,1.0,1.0
1.0,1.0,1.0
