mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
0.00015387624,5.859381e-05,5.8780603e-05,0.43657106,0.0,0.4393369,0.044812378,0.09507957,0.044914413
0.00018261695,5.8264963e-05,5.845148e-05,0.43614292,0.0,0.43891203,0.044668633,0.08476939,0.04476978
0.00012489341,5.7938814e-05,5.8125082e-05,0.43571633,0.0,0.43848822,0.04452493,0.08669021,0.044625908
0.00013509214,5.7615358e-05,5.7801386e-05,0.43529335,0.0,0.4380654,0.044381782,0.08516679,0.044482794
0.00012686022,5.729456e-05,5.7480323e-05,0.4348722,0.0,0.43764362,0.04423818,0.08381013,0.044340417
0.00013525321,5.697641e-05,5.716192e-05,0.4344512,0.0,0.43722287,0.044094924,0.081593394,0.044198804
0.00010816511,5.6660836e-05,5.6846082e-05,0.43403098,0.0,0.43680313,0.043952815,0.091515765,0.044057902
0.00016010962,5.634784e-05,5.6532845e-05,0.43361056,0.0,0.43638444,0.043811526,0.086165056,0.043917753
0.00014105473,5.6037366e-05,5.622215e-05,0.4331904,0.0,0.43596676,0.043671556,0.08185408,0.04377832
0.00011275498,5.5729408e-05,5.591393e-05,0.43277174,0.0,0.43555006,0.04353269,0.093740605,0.043639615
0.00019090644,5.542395e-05,5.5608256e-05,0.43235266,0.0,0.43513438,0.04339434,0.09138275,0.04350165
0.00014946534,5.5120927e-05,5.530498e-05,0.4319348,0.0,0.43471968,0.04325736,0.08033364,0.043364346
9.51483e-05,5.4820346e-05,5.500416e-05,0.43151912,0.0,0.43430597,0.043120936,0.08365535,0.043227784
0.00010814382,5.4522083e-05,5.4705728e-05,0.43110368,0.0,0.43389326,0.042984523,0.0822939,0.043091897
0.00010977319,5.4226268e-05,5.4409673e-05,0.43068993,0.0,0.4334815,0.042849127,0.079998545,0.042956714
0.000102682,5.393276e-05,5.4115953e-05,0.4302766,0.0,0.43307075,0.04271412,0.07736454,0.042822193
9.175834e-05,5.3641554e-05,5.3824537e-05,0.42986295,0.0,0.43266094,0.042580068,0.08022172,0.042688385
9.5545016e-05,5.3352647e-05,5.353545e-05,0.429451,0.0,0.4322521,0.042447373,0.0847741,0.042555247
0.00015792881,5.3065993e-05,5.3248546e-05,0.42903855,0.0,0.43184426,0.042314958,0.07959572,0.042422753
0.000120723635,5.2781576e-05,5.2963933e-05,0.42862678,0.0,0.43143734,0.042183947,0.079606995,0.042290933
0.00010193787,5.2499403e-05,5.2681575e-05,0.42821726,0.0,0.43103138,0.042053748,0.08660972,0.042159785
0.00014106312,5.2219366e-05,5.240134e-05,0.4278076,0.0,0.43062636,0.041923463,0.096564166,0.042029288
0.00018527081,5.1941533e-05,5.2123298e-05,0.4274009,0.0,0.4302223,0.04179432,0.08602176,0.041899443
0.00012915923,5.1665826e-05,5.184736e-05,0.42699546,0.0,0.42981917,0.041664753,0.07949161,0.04177022
8.8523724e-05,5.1392228e-05,5.157355e-05,0.42659026,0.0,0.42941698,0.04153566,0.08486059,0.041641638
0.00011614257,5.1120714e-05,5.130185e-05,0.4261876,0.0,0.4290157,0.041407615,0.09074434,0.0415137
0.00016146977,5.0851268e-05,5.103219e-05,0.42578498,0.0,0.42861536,0.041279424,0.082182355,0.04138638
0.00012040696,5.0583887e-05,5.0764585e-05,0.42538235,0.0,0.42821595,0.041152343,0.0865778,0.041259684
0.000115526345,5.031851e-05,5.0499e-05,0.42498228,0.0,0.42781746,0.041026425,0.099521264,0.041133616
0.00020506406,5.005516e-05,5.023542e-05,0.4245821,0.0,0.42741987,0.04090023,0.090096146,0.041008145
0.00017328789,4.9793773e-05,4.9973816e-05,0.4241832,0.0,0.4270232,0.04077516,0.07856255,0.0408833
8.793991e-05,4.953434e-05,4.9714145e-05,0.42378628,0.0,0.4266274,0.040650446,0.0933828,0.040759046
0.00015997622,4.9276852e-05,4.9456434e-05,0.42338732,0.0,0.42623252,0.04052589,0.09594174,0.0406354
0.00018362964,4.902127e-05,4.9200666e-05,0.42299142,0.0,0.42583856,0.040403437,0.08394142,0.04051234
0.00012808616,4.8767586e-05,4.8946746e-05,0.42259544,0.0,0.4254455,0.04028045,0.07736647,0.04038987
8.268491e-05,4.851576e-05,4.869468e-05,0.42220053,0.0,0.4250533,0.04015852,0.07628846,0.040267978
8.7384324e-05,4.826578e-05,4.8444537e-05,0.4218058,0.0,0.424662,0.040037055,0.0813025,0.040146697
0.000105560895,4.801762e-05,4.8196154e-05,0.42141145,0.0,0.42427158,0.039916545,0.07782469,0.04002597
8.349607e-05,4.7771264e-05,4.794965e-05,0.4210193,0.0,0.42388207,0.039796825,0.07960996,0.03990581
0.00010645135,4.7526704e-05,4.7704907e-05,0.42062742,0.0,0.42349342,0.03967698,0.08395523,0.039786212
0.00012672223,4.7283953e-05,4.7461923e-05,0.42023736,0.0,0.42310566,0.039558046,0.07812556,0.039667197
8.775474e-05,4.704294e-05,4.722073e-05,0.41984826,0.0,0.42271873,0.039439175,0.07803785,0.039548736
8.759571e-05,4.6803656e-05,4.698125e-05,0.41946012,0.0,0.4223327,0.0393208,0.07372926,0.03943083
8.471295e-05,4.6566096e-05,4.6743495e-05,0.4190722,0.0,0.42194754,0.039202943,0.075329825,0.039313473
8.792562e-05,4.633023e-05,4.6507466e-05,0.41868466,0.0,0.4215632,0.03908599,0.077453084,0.03919666
8.813981e-05,4.6096084e-05,4.627309e-05,0.41829753,0.0,0.42117974,0.038969886,0.07562183,0.039080378
8.387747e-05,4.5864297e-05,4.604117e-05,0.41791266,0.0,0.42079774,0.038855765,0.07492136,0.038966008
8.6542444e-05,4.5634664e-05,4.5811346e-05,0.4175268,0.0,0.4204171,0.038742855,0.09363865,0.03885324
0.00013182085,4.5406698e-05,4.558316e-05,0.41714478,0.0,0.4200376,0.038632102,0.10126172,0.038741328
